rank,cluster_id,violation_count,center_lat,center_lon,top_violation_types,matched_junction,police_stations
890,898,9,12.99234092222222,77.59207284444443,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['High ground']
891,897,9,12.884879107777778,77.6348707311111,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Hulimavu']
892,913,9,13.021807455555557,77.6372015111111,"{'NO PARKING': 8, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Banaswadi']
893,633,9,12.828358966666668,77.6820783,"{'NO PARKING': 8, 'WRONG PARKING': 8, 'PARKING IN A MAIN ROAD': 6}",UNCATALOGUED (no official junction tag),['Electronic City']
894,923,9,12.916069344444445,77.62320314444445,"{'WRONG PARKING': 6, 'NO PARKING': 3, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),"['HSR Layout', 'Mico Layout']"
895,910,9,13.068377011111112,77.5843911111111,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Kodigehalli']
896,841,9,13.038167311111112,77.62483194444444,{'NO PARKING': 9},UNCATALOGUED (no official junction tag),['K.G. Halli']
897,511,9,12.984866811111111,77.56799388888889,"{'NO PARKING': 5, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Sheshadripuram']
898,834,9,12.94650407777778,77.4871513,"{'WRONG PARKING': 5, 'NO PARKING': 4, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
899,863,9,12.991756777777777,77.52098582222223,"{'WRONG PARKING': 9, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Kamakshipalya']
900,879,9,13.035415933333333,77.62407165555555,"{'NO PARKING': 9, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['K.G. Halli']
901,881,9,12.965921266666665,77.57956035555556,{'WRONG PARKING': 9},BTP082 - KR Market Junction,['Halasuru Gate']
902,847,9,12.956979400000002,77.73933487777778,"{'WRONG PARKING': 8, 'NO PARKING': 7, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),['Whitefield']
903,180,9,12.942717877777778,77.5944120111111,"{'NO PARKING': 6, 'WRONG PARKING': 3, 'DEFECTIVE NUMBER PLATE': 1}","BTP123 - 10th Cross, Wilson Garden",['Wilson Garden']
904,485,9,13.045874777777776,77.5413464111111,"{'WRONG PARKING': 9, 'NO PARKING': 9, 'PARKING IN A MAIN ROAD': 8}",UNCATALOGUED (no official junction tag),['Jalahalli']
905,492,9,12.840432144444444,77.66322650000001,"{'NO PARKING': 5, 'WRONG PARKING': 4, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Electronic City']
906,823,9,12.929795133333332,77.67982781111112,"{'NO PARKING': 5, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Bellandur']
907,824,9,12.9548195,77.717369,"{'WRONG PARKING': 8, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Whitefield']
908,617,9,12.909580966666667,77.67623581111111,"{'WRONG PARKING': 8, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Bellandur']
909,615,9,12.88595538888889,77.57062455555555,"{'WRONG PARKING': 8, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Thalagattapura']
910,433,9,12.932836222222221,77.5850792222222,"{'WRONG PARKING': 8, 'NO PARKING': 1}",BTP218 - Syndicate Bank Junction,['Jayanagara']
911,691,9,12.951067022222222,77.59896320000001,"{'WRONG PARKING': 8, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Wilson Garden']
912,473,9,13.016211488888889,77.54449618888889,{'WRONG PARKING': 9},UNCATALOGUED (no official junction tag),['Rajajinagar']
913,750,9,12.910997022222222,77.6838198,"{'NO PARKING': 5, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Bellandur']
914,987,9,13.035933833333333,77.5716750888889,"{'WRONG PARKING': 9, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Kodigehalli']
915,556,9,12.915320566666667,77.6353885111111,"{'WRONG PARKING': 7, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['HSR Layout']
916,548,9,13.027495766666668,77.63262205555556,"{'WRONG PARKING': 7, 'NO PARKING': 2, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'K.G. Halli']"
917,960,9,12.950434293333332,77.57549463555556,{'NO PARKING': 9},BTP193 - Vasavi Circle,['V.V.Puram (C.Pet)']
918,950,9,12.955475666666667,77.57220625555554,{'NO PARKING': 9},BTP105 - Shivasankara Circle,['V.V.Puram (C.Pet)']
919,951,9,12.970273477777777,77.62822505555556,"{'NO PARKING': 7, 'WRONG PARKING': 2, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Halasur']
920,996,9,12.930922577777777,77.60434034444444,"{'WRONG PARKING': 6, 'NO PARKING': 3}","BTP127 - Sagar Hospital, Jayanagar",['Mico Layout']
921,986,8,12.9842832,77.55805415,"{'WRONG PARKING': 7, 'NO PARKING': 1}",BTP010 - Rajajinagar Entrance,['Rajajinagar']
922,989,8,13.0632385625,77.5858908875,"{'WRONG PARKING': 6, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Kodigehalli']
923,978,8,13.033904907499998,77.53043259249999,"{'WRONG PARKING': 8, 'PARKING IN A MAIN ROAD': 2, 'NO PARKING': 2}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
924,982,8,13.0060866625,77.7514058375,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Mahadevapura']
925,980,8,12.975663712500001,77.534181125,{'WRONG PARKING': 8},BTP214 - 5th Main Chamrajpet  Junction,['Vijayanagara']
926,985,8,13.0430324,77.5703830625,"{'WRONG PARKING': 5, 'NO PARKING': 3, 'PARKING NEAR ROAD CROSSING': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
927,984,8,13.009177050000002,77.56300455,"{'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 4, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Malleshwaram']
928,942,8,12.9664034625,77.7026365625,"{'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 3, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['HAL Old Airport']
929,729,8,12.9886944,77.54747555,{'WRONG PARKING': 8},BTP018 - Dhobi Ghat Junction,['Vijayanagara']
930,760,8,12.972673117500001,77.70069900125,"{'NO PARKING': 5, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Mahadevapura']
931,990,8,12.92597015,77.66974272499999,"{'WRONG PARKING': 7, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Bellandur']
932,958,8,13.019911825000001,77.595581825,"{'NO PARKING': 8, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
933,959,8,12.96208225,77.56421865,"{'NO PARKING': 7, 'DEFECTIVE NUMBER PLATE': 1, 'WRONG PARKING': 1}","BTP089 - Police Quarters, Sultan Road",['Chamarajpet']
934,988,8,13.064556487499999,77.5842584,"{'WRONG PARKING': 7, 'PARKING NEAR ROAD CROSSING': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
935,974,8,12.9484806625,77.6017045375,{'WRONG PARKING': 8},BTP134 - Mico Bande,"['Adugodi', 'Wilson Garden']"
936,973,8,12.9969158,77.5752096,"{'WRONG PARKING': 7, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Sheshadripuram']
937,949,8,12.9563267375,77.5722376,{'NO PARKING': 8},BTP105 - Shivasankara Circle,['V.V.Puram (C.Pet)']
938,602,8,12.9805212775,77.693813815,"{'WRONG PARKING': 6, 'NO PARKING': 5, 'PARKING NEAR ROAD CROSSING': 4}",UNCATALOGUED (no official junction tag),['Mahadevapura']
939,952,8,12.951963562500001,77.5722216875,{'NO PARKING': 8},BTP106 - VV Puram College,['V.V.Puram (C.Pet)']
940,944,8,13.028813787499999,77.63131865,"{'WRONG PARKING': 5, 'PARKING IN A MAIN ROAD': 4, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['K.G. Halli']
941,608,8,12.933214862499998,77.601316275,"{'NO PARKING': 5, 'WRONG PARKING': 3, 'PARKING IN A MAIN ROAD': 1}",BTP126 - Dairy Circle,['Mico Layout']
942,721,8,12.8935967,77.5628,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['K.S. Layout']
943,708,8,12.92732925,77.58347471249999,"{'NO PARKING': 8, 'DEFECTIVE NUMBER PLATE': 1}",BTP220 - Puttanna Junction,['Jayanagara']
944,712,8,13.0045895625,77.6601714,"{'NO PARKING': 7, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Banaswadi']
945,713,8,13.0223602875,77.5514989125,"{'NO PARKING': 4, 'WRONG PARKING': 4, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
946,653,8,13.0246747875,77.5338241,"{'NO PARKING': 6, 'WRONG PARKING': 2, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
947,70,8,12.924831162499999,77.48527817499999,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['Kengeri']
948,641,8,13.01816405,77.6539953875,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['Banaswadi']
949,650,8,12.975655337500001,77.605714425,"{'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 3, 'DEFECTIVE NUMBER PLATE': 1}",BTP051 - Safina Plaza Junction,['Cubbon Park']
950,821,8,12.93841545,77.632622275,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Ashok Nagar']
951,803,8,12.9166008875,77.6051119375,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 4, 'USING BLACK FILM/OTHER MATERIALS': 2}",UNCATALOGUED (no official junction tag),['Mico Layout']
952,529,8,12.891722949999998,77.66703150000001,"{'NO PARKING': 8, 'DOUBLE PARKING': 1}",UNCATALOGUED (no official junction tag),['Electronic City']
953,538,8,13.026725,77.5431294,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['Yeshwanthpura']
954,569,8,13.043579625,77.553192425,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Jalahalli']
955,783,8,12.9348553625,77.5115274625,"{'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 5, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
956,785,8,12.84012555,77.65354295,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Electronic City']
957,788,8,12.997950425,77.5656266875,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Malleshwaram']
958,765,8,12.989036350000001,77.72792107500001,"{'WRONG PARKING': 6, 'PARKING IN A MAIN ROAD': 5, 'NO PARKING': 4}",UNCATALOGUED (no official junction tag),['Mahadevapura']
959,763,8,13.077122187499999,77.5584607875,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Yelahanka']
960,591,8,12.965198637499999,77.603651075,{'NO PARKING': 8},"BTP099 - Cash Pharmacy, Residency Road",['Ashok Nagar']
961,850,8,13.006531962499999,77.6354029625,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Banaswadi']
962,860,8,12.99585545,77.71777571249999,"{'WRONG PARKING': 7, 'NO PARKING': 6, 'PARKING IN A MAIN ROAD': 5}",UNCATALOGUED (no official junction tag),['Mahadevapura']
963,317,8,12.929957425,77.56739200000001,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['Banashankari']
964,842,8,13.036942074999999,77.624762325,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['K.G. Halli']
965,846,8,12.9330034125,77.488170025,"{'WRONG PARKING': 8, 'PARKING IN A MAIN ROAD': 2, 'PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS': 1}",UNCATALOGUED (no official junction tag),"['Jnanabharathi', 'Kengeri']"
966,857,8,12.993211125,77.7063490125,"{'WRONG PARKING': 6, 'NO PARKING': 2, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Mahadevapura']
967,882,8,13.021231875000002,77.7015535,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['K.R. Pura']
968,435,8,12.898364274999999,77.572116025,"{'NO PARKING': 5, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),"['J.P. Nagar', 'K.S. Layout']"
969,871,8,13.051284,77.5255753,"{'NO PARKING': 4, 'WRONG PARKING': 4}",UNCATALOGUED (no official junction tag),['Jalahalli']
970,872,8,13.0142022875,77.5480769375,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Rajajinagar']
971,698,8,12.9227939875,77.67567547499999,"{'WRONG PARKING': 7, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Bellandur']
972,696,8,13.001348987500002,77.599467475,"{'WRONG PARKING': 6, 'NO PARKING': 2, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
973,693,8,12.998760425,77.60672167499999,"{'WRONG PARKING': 8, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
974,662,8,12.960520525,77.5643408375,"{'WRONG PARKING': 8, 'DEFECTIVE NUMBER PLATE': 1}","BTP089 - Police Quarters, Sultan Road",['Chamarajpet']
975,399,8,12.983525400000001,77.5856302375,{'NO PARKING': 8},BTP052 - CID Carlton House Junction,['High ground']
976,921,8,12.9490370125,77.5791215625,"{'NO PARKING': 6, 'WRONG PARKING': 2}",BTP184 - Lalbagh West Gate,['V.V.Puram (C.Pet)']
977,933,8,13.044475275,77.57082,"{'NO PARKING': 5, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Kodigehalli']
978,963,8,12.9736876,77.59933155,"{'WRONG PARKING': 5, 'NO PARKING': 3, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Cubbon Park']
979,964,8,12.974327174999999,77.646824175,"{'NO PARKING': 8, 'PARKING IN A MAIN ROAD': 4, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
980,965,8,12.920501900000001,77.638004475,{'NO PARKING': 8},UNCATALOGUED (no official junction tag),['Madiwala']
981,660,8,13.0166579875,77.5571411625,"{'PARKING IN A MAIN ROAD': 6, 'NO PARKING': 5, 'WRONG PARKING': 3}",UNCATALOGUED (no official junction tag),['Yeshwanthpura']
982,886,8,12.9813797,77.5599252875,"{'NO PARKING': 5, 'WRONG PARKING': 3}",BTP010 - Rajajinagar Entrance,['Magadi Road']
983,894,8,12.9564107375,77.620990875,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Ashok Nagar']
984,890,8,12.922607115000002,77.56070301375,{'WRONG PARKING': 8},BTP158 - Devegowda Petrol Bunk,['Banashankari']
985,398,8,13.003148387500001,77.5963907125,"{'WRONG PARKING': 5, 'DEFECTIVE NUMBER PLATE': 3, 'NO PARKING': 3}",UNCATALOGUED (no official junction tag),['R.T. Nagar']
986,893,8,12.9814440625,77.57243493749999,{'WRONG PARKING': 8},BTP057 - Anand Rao Junction,['Sheshadripuram']
987,899,8,12.955704885,77.65337248,"{'NO PARKING': 8, 'DEFECTIVE NUMBER PLATE': 1}",UNCATALOGUED (no official junction tag),['Jeevanbheemanagar']
988,906,8,13.02132033875,77.6784921425,"{'WRONG PARKING': 5, 'NO PARKING': 5, 'DEFECTIVE NUMBER PLATE': 2}",UNCATALOGUED (no official junction tag),"['Banaswadi', 'K.R. Pura']"
989,915,8,12.9951155125,77.603102675,"{'WRONG PARKING': 5, 'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 3}",UNCATALOGUED (no official junction tag),"['Pulikeshinagar(F.Town)', 'R.T. Nagar']"
990,977,8,13.033194175,77.57230064999999,"{'WRONG PARKING': 5, 'NO PARKING': 3, 'DEFECTIVE NUMBER PLATE': 3}",UNCATALOGUED (no official junction tag),['Kodigehalli']
991,970,8,13.066288637500001,77.53233463750001,{'WRONG PARKING': 8},UNCATALOGUED (no official junction tag),['Jalahalli']
992,678,8,13.071507075,77.585373925,"{'WRONG PARKING': 7, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Kodigehalli']
993,677,8,12.950305675,77.59588077500001,{'NO PARKING': 8},BTP122 - Siddapura Junction,['Wilson Garden']
994,932,7,12.97962137142857,77.60097661428571,"{'WRONG PARKING': 7, 'DEFECTIVE NUMBER PLATE': 1, 'NO PARKING': 1}",BTP211 - Central Street Junction,"['Cubbon Park', 'Shivajinagar']"
995,925,7,12.967740899999999,77.59098831428572,"{'NO PARKING': 7, 'PARKING IN A MAIN ROAD': 5, 'WRONG PARKING': 1}",BTP076 - Hudson Circle,['Halasuru Gate']
996,838,7,13.035393324285716,77.5156233342857,"{'NO PARKING': 7, 'PARKING ON FOOTPATH': 2, 'PARKING IN A MAIN ROAD': 1}",UNCATALOGUED (no official junction tag),['Peenya']
997,341,6,12.931495499999999,77.57993308333333,"{'WRONG PARKING': 6, 'DEFECTIVE NUMBER PLATE': 1}","BTP188 - 27th Cross, 4th Main, Jayanagar",['Jayanagara']
998,699,6,12.923614716666668,77.6757904,{'WRONG PARKING': 6},UNCATALOGUED (no official junction tag),['Bellandur']
999,426,6,12.971409533333334,77.60096488333333,"{'NO PARKING': 4, 'WRONG PARKING': 2, 'DEFECTIVE NUMBER PLATE': 1}","BTP099 - Cash Pharmacy, Residency Road",['Cubbon Park']
1000,961,6,13.189691583333333,77.64497563333333,"{'NO PARKING': 4, 'PARKING IN A MAIN ROAD': 3, 'WRONG PARKING': 2}",UNCATALOGUED (no official junction tag),['Chikkajala']
1001,868,5,12.960461599999999,77.50431219999999,"{'NO PARKING': 4, 'WRONG PARKING': 1}",UNCATALOGUED (no official junction tag),['Jnanabharathi']
1002,458,5,13.01180492,77.54378568000001,{'WRONG PARKING': 5},UNCATALOGUED (no official junction tag),['Rajajinagar']
1003,862,5,12.955273420000001,77.74448174,{'NO PARKING': 5},UNCATALOGUED (no official junction tag),['Whitefield']
1004,467,4,13.000241675,77.5244194,"{'WRONG PARKING': 3, 'PARKING IN A MAIN ROAD': 1, 'NO PARKING': 1}",UNCATALOGUED (no official junction tag),['Rajajinagar']
1005,971,4,13.07059265,77.52976104999999,{'WRONG PARKING': 4},UNCATALOGUED (no official junction tag),['Jalahalli']
